"Region";"TariffItem";"UnitOfMeasure";"StartDate";"EndDate";"MeasureDeviceAvail";"StoveType";"ConsumptionTime";"ConsumptionTarget";"Agency";"TariffValue";"global_id";
"Регион";"Предмет тарифа";"Единицы измерения";"Дата начала действия тарифа";"Дата окончания действия тарифа";"Наличие приборов учета";"Тип кухонной плиты";"Время потребления";"Цель потребления";"Организация, оказывающая услуги";"Значение тарифа";"global_id";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Газ";"руб/1000 куб.м";"01.01.2013";"30.06.2013";"да/нет";"";"";"на отопление и (или) выработку электрической энергии с использованием котельных всех типов и (или) иного оборудования, находящихся в общей долевой собственности собственников помещений в многоквартирных домах";"ООО «Газпром межрегионгаз Москва»";"3370";"19693472";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Газ";"руб/1000 куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на отопление и (или) выработку электрической энергии с использованием котельных всех типов и (или) иного оборудования, находящихся в общей долевой собственности собственников помещений в многоквартирных домах";"ООО «Газпром межрегионгаз Москва»";"3870";"19693473";
"Троицкий и Новомосковский АО";"Газ";"руб/куб.м";"01.01.2013";"30.06.2013";"да/нет";"";"";"на приготовление пищи и нагрев воды с использованием газовой плиты (в отсутствие других направлений использования газа)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"3.8";"19693474";
"Троицкий и Новомосковский АО";"Газ";"руб/куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на приготовление пищи и нагрев воды с использованием газовой плиты (в отсутствие других направлений использования газа)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"4.36";"19693475";
"Троицкий и Новомосковский АО";"Газ";"руб/куб.м";"01.01.2013";"30.06.2013";"да/нет";"";"";"на нагрев воды с использованием газового водонагревателя при отсутствии центрального горячего водоснабжения (в отсутствие других направлений использования газа)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"3.8";"19693476";
"Троицкий и Новомосковский АО";"Газ";"руб/куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на нагрев воды с использованием газового водонагревателя при отсутствии центрального горячего водоснабжения (в отсутствие других направлений использования газа)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"4.36";"19693477";
"Троицкий и Новомосковский АО";"Газ";"руб/куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на приготовление пищи и нагрев воды с использованием газовой плиты и нагрев воды с использованием газового водонагревателя при отсутствии центрального горячего водоснабжения (в отсутствие других направлений использования газа)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"4.36";"19693478";
"Троицкий и Новомосковский АО";"Газ";"руб/1000 куб.м";"01.01.2013";"30.06.2013";"да/нет";"";"";"на индивидуальное (поквартирное) отопление жилых помещений (жилых домов, квартир, комнат) в пределах стандарта нормативной площади жилого помещения при отсутствии приборов учета газа";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"3795";"19693479";
"Троицкий и Новомосковский АО";"Газ";"руб/1000 куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на индивидуальное (поквартирное) отопление жилых помещений (жилых домов, квартир, комнат) в пределах стандарта нормативной площади жилого помещения при отсутствии приборов учета газа";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"4364";"19693480";
"Троицкий и Новомосковский АО";"Газ";"руб/1000 куб.м";"01.07.2013";"31.12.2013";"да/нет";"";"";"на индивидуальное (поквартирное) отопление жилых помещений (жилых домов, квартир, комнат) сверх стандарта нормативной площади жилого помещения при отсутствии приборов учета газа";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"5406";"19693481";
"Троицкий и Новомосковский АО";"Газ";"руб/1000 куб.м";"01.01.2013";"30.06.2013";"да/нет";"";"";"на прочие цели (отопление нежилых помещений)";"ООО «Газпром межрегионгаз Москва», ГУП МО «Мособлгаз»";"4856";"19693482";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Твердое топливо";"руб/т";"01.01.2013";"31.07.2013";"нет";"";"";"твердое топливо (уголь), поставляемое в пределах установленных норм для бытовых нужд населения города Москвы, проживающего в домах с печным отоплением";"ОАО «Мосгаз»";"1126";"19693483";
"город Москва";"Холодное водоснабжение";"руб/чел";"01.01.2006";"31.12.2006";"нет";"";"";"закрытая схема горячего водоснабжения: жилые дома гостиничного типа, оборудованные водопроводом, газом и горячим водоснабжением";"МГУП «Мосводоканал»";"35.4";"19693484";
"город Москва";"Водоотведение";"руб/куб.м";"01.01.2006";"31.12.2006";"да";"";"";"";"МГУП «Мосводоканал»";"6.53";"19693485";
"город Москва";"Водоотведение";"руб/чел";"01.01.2006";"31.12.2006";"нет";"";"";"закрытая схема горячего водоснабжения: жилые дома, оборудованные водопроводом с газовыми нагревателями у ванн";"МГУП «Мосводоканал»";"64.1";"19693486";
"город Москва";"Отопление";"руб/кв.м";"01.01.2006";"28.02.2006";"нет";"";"";"услуги отопления для граждан: нанимателей и собственников жилых помещений за общую площадь жилого помещения, превышающую установленную норму; нанимателей и собственников жилого помещения, имеющих более одного жилого помещения";"ОАО «МОЭК», ОАО «Мосэнерго», ОАО «МТК» и иные";"12.1";"19693487";
"город Москва";"Горячее водоснабжение";"руб/чел";"01.01.2006";"28.02.2006";"нет";"";"";"жилые дома, оборудованные водопроводом, канализацией, ваннами с централизованным горячим водоснабжением";"ОАО «МОЭК», ОАО «Мосэнерго», ОАО «МТК» и иные";"179.8";"19693488";
"город Москва";"Горячее водоснабжение";"руб/чел";"01.03.2006";"31.12.2006";"нет";"";"";"жилые дома гостиничного типа, оборудованные водопроводом, газом и горячим водоснабжением";"ОАО «МОЭК», ОАО «Мосэнерго», ОАО «МТК» и иные";"177.4";"19693489";
"город Москва";"Газ";"руб/куб.м";"01.01.2006";"31.12.2006";"да/нет";"";"";"на прочие цели";"ООО «Мосрегионгаз»";"0.55";"19693490";
"город Москва";"Холодное водоснабжение";"руб/чел";"01.01.2007";"31.12.2007";"нет";"";"";"закрытая схема горячего водоснабжения: жилые дома, оборудованные водопроводом, канализацией, ваннами с централизованным горячим водоснабжением";"МГУП «Мосводоканал»";"67.8";"19693491";
"город Москва";"Холодное водоснабжение";"руб/чел";"01.01.2007";"31.12.2007";"нет";"";"";"закрытая схема горячего водоснабжения: жилые дома с водопроводом, канализацией, без ванн, с газопроводом";"МГУП «Мосводоканал»";"44.7";"19693492";
"город Москва";"Холодное водоснабжение";"руб/кв.м";"01.01.2007";"31.12.2007";"нет";"";"";"вода из водозаборных колонок на поливку посадок на приусадебных участках в течение поливочного сезона";"МГУП «Мосводоканал»";"1.6";"19693493";
"город Москва";"Водоотведение";"руб/чел";"01.01.2007";"31.12.2007";"нет";"";"";"закрытая схема горячего водоснабжения: жилые дома гостиничного типа, оборудованные водопроводом, газом и горячим водоснабжением";"МГУП «Мосводоканал»";"56.9";"19693494";
"город Москва";"Водоотведение";"руб/чел";"01.01.2007";"31.12.2007";"нет";"";"";"открытая схема горячего водоснабжения: жилые дома гостиничного типа, оборудованные водопроводом, канализацией, газом и горячим водоснабжением";"МГУП «Мосводоканал»";"56.9";"19693495";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2007";"31.12.2007";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"1.47";"19693496";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2008";"31.12.2008";"да";"газовая";"с 10:00 по 23:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2";"19693497";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2008";"31.12.2008";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"1.66";"19693498";
"город Москва";"Горячее водоснабжение";"руб/чел";"01.01.2008";"31.12.2008";"нет";"";"";"жилые дома гостиничного типа, оборудованные водопроводом, газом и горячим водоснабжением";"ОАО «МОЭК», ОАО «Мосэнерго», ОАО «МТК» и иные";"168.16";"19693499";
"город Москва";"Газ";"руб/куб.м";"01.01.2008";"31.12.2008";"да/нет";"";"";"на прочие цели";"ООО «Мосрегионгаз»";"1.65";"19693500";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2009";"31.12.2009";"да";"газовая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.75";"19693501";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2009";"31.12.2009";"да";"электрическая";"без дифференциации по времени потребления";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.11";"19693502";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 23:00 по 07:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.71";"19693503";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.82";"19693504";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.71";"19693505";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 07:00 по 10:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.82";"19693506";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"газовая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"4.11";"19693507";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"газовая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"1.39";"19693508";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"газовая";"с 07:00 по 10:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"4.13";"19693509";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"без дифференциации по времени потребления";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.51";"19693510";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.88";"19693511";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.01.2013";"30.06.2013";"да";"электрическая";"с 21:00 по 23:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.51";"19693512";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"газовая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"1.16";"19693513";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"газовая";"с 21:00 по 23:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.76";"19693514";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"газовая";"с 07:00 по 10:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"4.54";"19693515";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 23:00 по 07:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.81";"19693516";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.17";"19693517";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 21:00 по 23:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.63";"19693518";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 07:00 по 10:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.18";"19693519";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 07:00 по 23:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.17";"19693520";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"1.02";"19693521";
"Троицкий и Новомосковский АО";"Электроэнергия";"руб/кВт.ч";"01.07.2013";"31.12.2013";"да";"электрическая";"с 17:00 по 21:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.18";"19693522";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Сосенское, поселение Десеновское, поселение Филимонковское, поселение Внуковское, поселение «Мосрентген», поселение Московский, поселение Воскресенское";"1577.19";"19693523";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Рязановское";"1384.73";"19693524";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Краснопахорское, поселение Вороновское, поселение Роговское, поселение Михайлово-Ярцевское";"1678.31";"19693525";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ООО «Теплосервис»";"1094.45";"19693526";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ЗАО «Санаторий «Ерино»";"1277.85";"19693527";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» Управления делами Президента Российской Федерации";"1300.01";"19693528";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» Управления делами Президента Российской Федерации";"1404.01";"19693529";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ФГУП «Агропромышленный комплекс «Воскресенский» Управления делами Президента Российской Федерации";"1384.49";"19693530";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"МУП «Троицктеплоэнерго»";"1417.42";"19693531";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ООО «Ридиос»";"1427.56";"19693532";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ООО «Ридиос»";"1541.76";"19693533";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ГКУ здравоохранения города Москвы «Детский кардиоревматологический санаторий № 20 «Красная Пахра» Департамента здравоохранения города Москвы";"1549.16";"19693534";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ООО «РегионЭнергоСервис»";"1685.9";"19693535";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «Марьинская птицефабрика»";"1570.93";"19693536";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"Филиал ООО «Газпром трансгаз Москва» Управление по эксплуатации делового центра";"1641.03";"19693537";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «Курорт Михайловское»";"1664.27";"19693538";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ФГБУ «Дом отдыха «Архангельское» Управления делами Президента Российской Федерации";"1683.74";"19693539";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ФГБУ «Дом отдыха «Архангельское» Управления делами Президента Российской Федерации";"1747.57";"19693540";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"Оздоровительное объединение «Солнечный городок» Банка России";"1840.23";"19693541";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ГБУ СО МО «Центр социально-медицинской реабилитации инвалидов и ветеранов боевых действий «Ясенки»";"1722.8";"19693542";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2013";"31.12.2013";"да";"";"";"";"ООО «Коммунальный энергетик»";"2268.54";"19693543";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «Дубровицы»";"1588.75";"19693544";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"31.07.2013";"да";"";"";"";"ОАО «МОЭК» и иные, кроме ОАО «Мосэнерго» и ОАО «МТК»";"116";"19693545";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"31.07.2013";"да";"";"";"";"ОАО «Мосэнерго» и ОАО «МТК»";"93.38";"19693546";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Сосенское, поселение Десеновское, поселение Филимонковское, поселение Внуковское, поселение «Мосрентген», поселение Московский, поселение Воскресенское";"113.66";"19693547";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Сосенское, поселение Десеновское, поселение Филимонковское, поселение Внуковское, поселение «Мосрентген», поселение Московский, поселение Воскресенское";"122.52";"19693548";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Щербинка";"83.72";"19693549";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Щербинка";"90.29";"19693550";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Кленовское";"107.24";"19693551";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем отопления с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Кленовское";"98.03";"19693552";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем отопления с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Кленовское";"105.7";"19693553";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Рязановское";"98.16";"19693554";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Краснопахорское, поселение Вороновское, поселение Роговское, поселение Михайлово-Ярцевское";"117.02";"19693555";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем отопления с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Краснопахорское, поселение Вороновское, поселение Роговское, поселение Михайлово-Ярцевское";"98.73";"19693556";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Киевский, поселение Новофедоровское, поселение Кокошкино, поселение Первомайское, поселение Марушкинское";"139.93";"19693557";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем ГВС без полтенцесушитей";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Киевский, поселение Новофедоровское, поселение Кокошкино, поселение Первомайское, поселение Марушкинское";"113.13";"19693558";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем ГВС без полтенцесушитей";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Киевский, поселение Новофедоровское, поселение Кокошкино, поселение Первомайское, поселение Марушкинское";"121.99";"19693559";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем отопления с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Киевский, поселение Новофедоровское, поселение Кокошкино, поселение Первомайское, поселение Марушкинское";"130.66";"19693560";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселок подсобного хозяйства Минзаг поселения Краснопахорское";"136.79";"19693561";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Щаповское";"107.24";"19693562";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем ГВС с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Щаповское";"115.66";"19693563";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"для систем отопления с полотенцесушителями";"ОАО «МОЭК» по системам централизованного теплоснабжения на территории: поселение Щаповское";"105.7";"19693564";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ООО «Теплосервис»";"75.7";"19693565";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ОАО «Троицкая камвольная фабрика»";"76.76";"19693566";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ФКУ Федеральной миграционной службы «Центр медико-психологической реабилитации вынужденных переселенцев «Ватутинки-1»";"76.38";"19693567";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» Управления делами Президента Российской Федерации";"86.16";"19693568";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» Управления делами Президента Российской Федерации";"92.59";"19693569";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ГКУ здравоохранения города Москвы «Детский кардиоревматологический санаторий № 20 «Красная Пахра» Департамента здравоохранения города Москвы";"89.11";"19693570";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2013";"30.06.2013";"да";"";"";"";"ГБУ города Москвы Психоневрологический интернат № 5 Департамента социальной защиты населения города Москвы";"91.23";"19693571";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2013";"31.12.2013";"да";"";"";"";"ГБУ города Москвы Психоневрологический интернат № 5 Департамента социальной защиты населения города Москвы";"96.62";"19693572";
"город Москва";"Холодное водоснабжение";"руб/чел";"01.01.2010";"31.12.2010";"нет";"";"";"открытая схема горячего водоснабжения: жилые дома, оборудованные водопроводом, канализацией, ваннами с централизованным горячим водоснабжением";"МГУП «Мосводоканал»";"137.66";"19693573";
"город Москва";"Водоотведение";"руб/чел";"01.01.2010";"31.12.2010";"нет";"";"";"открытая схема горячего водоснабжения: жилые дома гостиничного типа, оборудованные водопроводом, канализацией, газом и горячим водоснабжением";"МГУП «Мосводоканал»";"105.26";"19693574";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2011";"31.12.2011";"да";"газовая";"без дифференциации по времени потребления";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"3.8";"19693575";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2011";"31.12.2011";"да";"электрическая";"с 23:00 по 07:00 ч (двухтарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.67";"19693576";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2011";"31.12.2011";"да";"электрическая";"с 23:00 по 07:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"0.67";"19693577";
"город Москва";"Электроэнергия";"руб/кВт.ч";"01.01.2011";"31.12.2011";"да";"электрическая";"с 21:00 по 23:00 ч (многотарифный учет)";"на бытовые нужды";"ОАО «Мосэнергосбыт»";"2.24";"19693578";
"город Москва";"Отопление";"руб/кв.м";"01.01.2011";"31.12.2011";"нет";"";"";"";"ОАО «МОЭК» и иные, кроме ОАО «Мосэнерго» и ОАО «МТК»";"21.21";"19693579";
"город Москва";"Отопление";"руб/кв.м";"01.01.2011";"31.12.2011";"нет";"";"";"";"ОАО «Мосэнерго» и ОАО «МТК»";"15.83";"19693580";
"город Москва";"Отопление";"руб/Гкал";"01.01.2011";"31.12.2011";"да";"";"";"";"ОАО «Мосэнерго» и ОАО «МТК»";"989.53";"19693581";
